original_title,title,release_date,budget,revenue,popularity,vote_average,vote_count
The Tempest,The Tempest,2010-12-10,20000000,346594,3.620537,6.0,31
The Frozen Ground,The Frozen Ground,2013-07-18,27220000,5496951,28.060471999999997,6.1,465
Dances with Wolves,Dances with Wolves,1990-11-09,22000000,424208848,45.707834999999996,7.6,1046
Bad Teacher,Bad Teacher,2011-05-16,20000000,216197492,28.497242,5.4,1584
Sea of Love,Sea of Love,1989-09-15,19000000,110879513,11.47316,6.7,141
A Cinderella Story,A Cinderella Story,2004-07-10,19000000,70067909,25.28132,6.1,713
Scream,Scream,1996-12-20,14000000,173046663,45.996109999999994,7.0,1476
The Shining,The Shining,1980-05-22,19000000,44017374,78.699993,8.1,3757
Back to the Future,Back to the Future,1985-07-03,19000000,381109762,76.60323299999999,8.0,6079
House on Haunted Hill,House on Haunted Hill,1999-10-29,19000000,40846082,13.664614000000002,5.5,209
The Switch,The Switch,2010-05-11,19000000,49830607,27.494037,5.9,583
Just Married,Just Married,2003-01-09,18000000,101564935,18.475179999999998,5.3,404
The Devil's Double,The Devil's Double,2011-02-11,19100000,5728213,10.559414,6.5,208
The Crazies,The Crazies,2010-02-26,20000000,54956140,28.867568,6.2,633
千と千尋の神隠し,Spirited Away,2001-07-20,15000000,274925095,118.968562,8.3,3840
The Bounty,The Bounty,1984-05-04,25000000,8613462,7.436491,6.5,108
Sex Drive,Sex Drive,2008-10-16,19000000,18755936,17.952817,6.0,342
Leap Year,Leap Year,2010-01-08,19000000,29922472,21.959742000000002,6.4,465
The Fall of the Roman Empire,The Fall of the Roman Empire,1964-03-24,19000000,4750000,4.229941999999999,6.0,33
Take Me Home Tonight,Take Me Home Tonight,2011-03-04,19000000,6928068,11.766564,6.2,208
The Nutcracker,The Nutcracker,1993-11-24,19000000,2119994,0.068228,5.6,5
The Amityville Horror,The Amityville Horror,2005-04-15,19000000,108047131,30.205942999999998,6.0,588
Adaptation.,Adaptation.,2002-12-06,19000000,32801173,26.441669,7.3,638
Land of the Dead,Land of the Dead,2005-06-24,15000000,46770602,15.262492000000002,6.0,381
Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,1998-05-22,18500000,10680275,44.511363,7.2,1301
The Invention of Lying,The Invention of Lying,2009-09-13,18500000,31912793,16.665841,6.0,518
Neighbors,Neighbors,2014-05-08,18000000,268157400,36.471231,6.2,2713
The Mask,The Mask,1994-07-29,23000000,351583407,85.30318,6.6,2472
Big,Big,1988-06-03,18000000,151668774,20.716023,6.9,993
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,18000000,261572744,29.487784,6.5,1579
Legally Blonde,Legally Blonde,2001-07-13,18000000,141774679,25.43954,6.1,882
Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,1984-05-31,18000000,87000000,15.314027,6.4,434
The Exorcism of Emily Rose,The Exorcism of Emily Rose,2005-09-09,19000000,144216468,32.602868,6.3,659
Deuce Bigalow: Male Gigolo,Deuce Bigalow: Male Gigolo,1999-12-10,17000000,65535067,9.832326,5.5,308
Left Behind,Left Behind,2014-10-03,16000000,19682924,33.452469,3.7,392
Barbershop 2:  Back in Business,Barbershop 2:  Back in Business,2004-01-20,18000000,65070412,6.501815000000001,5.6,74
Bad Santa,Bad Santa,2003-11-26,23000000,76488889,26.588729999999998,6.5,656
Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,1997-05-02,16500000,67683989,36.15716,6.5,1013
My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,2016-03-23,18000000,88923251,16.027955,5.5,322
Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,21000000,72417394,14.329891,6.3,238
Predator,Predator,1987-06-11,18000000,98235548,50.009408,7.3,2093
Amadeus,Amadeus,1984-10-26,18000000,51973029,31.82675,7.8,1076
Mean Girls,Mean Girls,2004-04-30,17000000,129042871,36.423716999999996,6.9,2320
Gosford Park,Gosford Park,2001-11-07,19800000,87754044,11.693272,6.8,246
Peggy Sue Got Married,Peggy Sue Got Married,1986-10-05,18000000,41382841,12.243886999999999,5.9,136
Birdman,Birdman,2014-08-27,18000000,103215094,89.811154,7.4,4535
Blue Jasmine,Blue Jasmine,2013-07-25,18000000,99206215,34.694216,7.0,1098
United 93,United 93,2006-04-28,15000000,76286096,17.501379999999997,6.9,367
Honey,Honey,2003-11-24,18000000,62646763,18.492655,6.0,303
The Fog,The Fog,1980-02-08,1000000,21378361,14.518598,6.4,311
Soul Surfer,Soul Surfer,2011-04-08,18000000,47088990,19.234672,6.9,342
Catch-22,Catch-22,1970-06-24,18000000,24911670,4.504377,6.7,72
Conan the Destroyer,Conan the Destroyer,1984-06-29,18000000,100000000,18.379123999999997,5.8,383
Raging Bull,Raging Bull,1980-11-14,18000000,23000000,35.524457,7.7,938
Love Happens,Love Happens,2009-09-18,18000000,36133014,13.472365,5.6,180
127 Hours,127 Hours,2010-11-05,18000000,35692920,52.464877,7.0,2606
Center Stage,Center Stage,2000-05-12,18000000,17200925,6.961736,6.8,90
Love the Coopers,Love the Coopers,2015-11-12,17000000,24000000,9.191187,5.4,167
Catch That Kid,Catch That Kid,2004-02-06,18000000,16702864,4.492858999999999,4.9,76
Steve Jobs,Steve Jobs,2015-10-09,30000000,34441873,53.670525,6.8,1573
The Legend of the Lone Ranger,The Legend of the Lone Ranger,1981-08-20,18000000,2945600,11.725805000000001,3.7,14
The Tailor of Panama,The Tailor of Panama,2001-02-11,21000000,28008462,7.047975,6.2,92
Blow Out,Blow Out,1981-07-24,18000000,12000000,13.628601000000002,7.3,236
Getaway,Getaway,2013-08-29,18000000,10501938,16.520516,4.9,246
The Ice Storm,The Ice Storm,1997-09-27,18000000,8038061,14.916264000000002,6.9,176
And So It Goes,And So It Goes,2014-07-20,18000000,25312387,9.633711,5.7,164
Nine 1/2 Weeks,Nine 1/2 Weeks,1986-02-14,17000000,6735922,12.313143,5.8,177
Dragonslayer,Dragonslayer,1981-06-26,18000000,14110013,3.258422,6.5,67
Ed Wood,Ed Wood,1994-09-27,18000000,5887457,24.548633,7.3,630
Labor Day,Labor Day,2013-12-27,18000000,20275812,17.683563,6.7,299
Монгол,Mongol: The Rise of Genghis Khan,2007-09-20,18000000,26527510,10.1449,6.5,158
RockNRolla,RockNRolla,2008-09-04,18000000,25739015,31.887978000000004,6.9,836
Mao's Last Dancer,Mao's Last Dancer,2009-10-01,25000000,20719451,1.876811,6.8,28
Midnight Special,Midnight Special,2016-02-18,18000000,6212282,32.717853000000005,6.2,694
The Railway Man,The Railway Man,2013-12-26,18000000,22309223,13.916583,6.7,273
The Wraith,The Wraith,1986-11-21,2700000,3500000,10.47644,5.9,108
Salton Sea,Salton Sea,2002-01-01,18000000,676698,10.991280999999999,7.0,104
Metallica: Through the Never,Metallica: Through the Never,2013-09-25,18000000,7972967,7.871686,6.7,83
The Informers,The Informers,2008-11-05,18000000,382174,6.333869,4.4,60
Carlos,Carlos,2010-05-19,18000000,871279,1.138383,6.7,50
Day of the Dead,Day of the Dead,1985-07-19,3500000,34000000,18.025206,6.9,270
Renaissance,Renaissance,2006-03-16,18000000,1831348,9.244181,6.7,77
Red Sonja,Red Sonja,1985-04-09,17900000,6948633,12.752463,5.0,206
Red Lights,Red Lights,2012-03-02,14000000,13551174,22.748174,6.0,376
Superbad,Superbad,2007-08-17,20000000,121463226,33.436091999999995,7.0,2100
Step Up 2: The Streets,Step Up 2: The Streets,2008-02-14,23000000,150816700,28.973074,6.5,640
Hoodwinked!,Hoodwinked!,2005-12-16,15000000,51053787,23.980329,5.9,479
Hotel Rwanda,Hotel Rwanda,2004-09-11,17500000,38000000,28.605420000000002,7.5,793
Hitman,Hitman,2007-11-21,24000000,99965753,42.669304,5.9,966
Black Nativity,Black Nativity,2013-11-27,17500000,7018189,7.180403,5.8,16
The Prince,The Prince,2014-08-22,18000000,266586800,21.638673,4.6,218
Aliens,Aliens,1986-07-18,18500000,183316455,67.66094,7.7,3220
My Fair Lady,My Fair Lady,1964-10-21,17000000,72070731,20.786616,7.4,352
I Know What You Did Last Summer,I Know What You Did Last Summer,1997-10-17,17000000,125586134,27.654472,5.6,687
Let's Be Cops,Let's Be Cops,2014-08-13,17000000,136621271,70.66892299999999,6.4,1219
Sideways,Sideways,2004-10-22,16000000,109502303,23.425431,6.9,478
Beerfest,Beerfest,2006-08-25,17500000,19179969,14.304444,5.8,172
Halloween,Halloween,1978-10-25,300000,70000000,30.301307,7.4,1035
The Best Man Holiday,The Best Man Holiday,2013-11-15,17000000,71625195,7.210095,6.7,110
Smokin' Aces,Smokin' Aces,2006-12-09,17000000,57103895,23.491962,6.4,534
Saw 3D,Saw: The Final Chapter,2010-10-21,20000000,136150434,36.133536,5.8,730
A Night at the Roxbury,A Night at the Roxbury,1998-10-01,17000000,30331165,12.709227,5.9,198
Beastly,Beastly,2011-01-21,17000000,43165571,24.054062,6.0,849
The Hills Have Eyes,The Hills Have Eyes,2006-03-10,15000000,69623713,35.107857,6.1,705
ATL,ATL,2006-03-31,20000000,21170563,5.422285,6.0,32
Pitch Perfect,Pitch Perfect,2012-09-28,17000000,115350426,32.746486,7.3,2247
Summer Catch,Summer Catch,2001-08-22,34000000,19693891,3.9600980000000003,4.8,63
Brooklyn's Finest,Brooklyn's Finest,2009-01-16,17000000,29536299,18.790101999999997,6.2,293
55 Days at Peking,55 Days at Peking,1963-05-06,17000000,10000000,3.3210949999999997,6.3,36
Evil Dead,Evil Dead,2013-04-05,17000000,97542952,33.912116,6.4,1723
My Life in Ruins,My Life in Ruins,2009-02-06,17000000,20455276,5.787891,5.6,101
American Dreamz,American Dreamz,2006-03-04,17000000,7314027,7.864011,4.9,95
Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,1987-07-23,17000000,19300000,17.062117,4.1,318
Running Scared,Running Scared,2006-01-06,17000000,9500000,19.311572,7.0,331
The Illusionist,The Illusionist,2006-08-18,40000000,86915017,36.960953,7.1,1615
Roar,Roar,1981-11-12,17000000,2000000,1.15641,5.6,19
Veronica Guerin,Veronica Guerin,2003-07-11,17000000,1569918,9.583578,6.8,59
Escobar: Paradise Lost,Escobar: Paradise Lost,2014-10-11,17000000,3758328,25.112567000000002,6.1,271
Southland Tales,Southland Tales,2006-05-15,17000000,374743,9.349386,5.2,153
Damnation Alley,Damnation Alley,1977-09-10,17000000,8720000,2.215261,5.0,27
The Apparition,The Apparition,2012-08-23,17000000,9627492,6.385234,4.5,140
Fur: An Imaginary Portrait of Diane Arbus,Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,16800000,2281089,4.358255000000001,5.8,73
Wall Street,Wall Street,1987-12-10,15000000,43848069,24.898687,7.0,546
Sense and Sensibility,Sense and Sensibility,1995-12-13,16500000,135000000,20.898711,7.2,352
Becoming Jane,Becoming Jane,2007-03-02,16500000,37311672,18.236284,6.9,317
Sydney White,Sydney White,2007-09-21,16500000,13620075,10.74648,6.0,236
House of Sand and Fog,House of Sand and Fog,2003-12-19,16500000,16942795,12.102725,7.0,199
Dead Poets Society,Dead Poets Society,1989-06-02,16400000,235860116,55.458583999999995,8.1,2705
Dumb and Dumber,Dumb and Dumber,1994-12-16,16000000,247275374,35.777066999999995,6.5,1859
When Harry Met Sally...,When Harry Met Sally...,1989-07-21,16000000,92823546,18.430419,7.3,950
The Verdict,The Verdict,1982-12-08,16000000,53977250,7.980632000000001,7.4,131
Road Trip,Road Trip,2000-05-19,16000000,119754278,14.759948000000001,5.9,542
The Artist,The Artist,2011-05-15,15000000,133432856,29.943315999999996,7.3,1049
The Unborn,The Unborn,2009-01-09,16000000,76514050,15.788784,4.8,365
Moonrise Kingdom,Moonrise Kingdom,2012-05-16,16000000,68263166,41.083914,7.6,1662
The Young Messiah,The Young Messiah,2016-03-10,18500000,6490401,1.8845580000000002,6.4,30
El laberinto del fauno,Pan's Labyrinth,2006-05-27,19000000,83258226,90.80940799999999,7.6,3041
Baby Boy,Baby Boy,2001-06-27,16000000,29381649,7.854989,7.4,55
The Roommate,The Roommate,2011-02-04,16000000,40492759,11.807269,5.3,224
Joe Dirt,Joe Dirt,2001-04-10,17700000,30987695,15.976335,5.5,242
Double Impact,Double Impact,1991-08-10,15000000,30102717,10.484642,5.3,215
Hot Fuzz,Hot Fuzz,2007-02-14,12000000,80573774,38.623178,7.4,2199
The Women,The Women,2008-09-12,16000000,50007546,8.8321,4.6,96
Vicky Cristina Barcelona,Vicky Cristina Barcelona,2008-08-15,15000000,96408652,32.758254,6.7,1020
Boys and Girls,Boys and Girls,2000-06-16,16000000,20627372,9.119797,5.4,103
Jennifer's Body,Jennifer's Body,2009-09-18,16000000,31556061,32.257414000000004,5.3,837
Drowning Mona,Drowning Mona,2000-03-03,16000000,15427192,3.021835,5.4,43
My Stepmother is an Alien,My Stepmother is an Alien,1988-12-09,20000000,13854000,9.455596,5.3,131
Philadelphia,Philadelphia,1993-12-22,26000000,206678440,44.301745000000004,7.6,988
The Thirteenth Floor,The Thirteenth Floor,1999-04-16,16000000,18564088,19.890428,6.8,378
The Cookout,The Cookout,2004-09-03,16000000,12,0.8305959999999999,4.6,10
Detroit Rock City,Detroit Rock City,1999-08-13,6500000,4217115,5.7003330000000005,6.7,100
Highlander,Highlander,1986-03-07,16000000,5900000,29.253833,6.8,624
Things We Lost in the Fire,Things We Lost in the Fire,2007-09-26,16000000,2849142,8.842869,6.7,90
Steel,Steel,1997-08-15,16000000,1686429,2.8487270000000002,4.3,48
The Immigrant,The Immigrant,2013-07-03,16000000,5867686,13.832464000000002,6.2,250
Trance,Trance,2013-03-27,20000000,24261569,38.802415,6.5,956
Soul Plane,Soul Plane,2004-05-28,16000000,14822346,9.400404,4.7,108
Bienvenue chez les ch'tis,Welcome to the Sticks,2008-01-09,11000000,53191886,18.923181,6.8,615
Enter the Void,Enter the Void,2009-05-05,13000000,754249,20.39955,7.2,387
Hachi: A Dog's Tale,Hachi: A Dog's Tale,2009-06-13,16000000,47801389,43.217089,7.7,1717
The Homesman,The Homesman,2014-05-18,16000000,3442853,20.591479999999997,6.4,258
Slow Burn,Slow Burn,2005-09-12,15500000,1237615,6.630856,5.5,16
Beverly Hills Cop,Beverly Hills Cop,1984-11-29,15000000,316360478,29.843818,6.8,961
Home Alone,Home Alone,1990-11-09,18000000,476684675,2.186927,7.1,2414
Tootsie,Tootsie,1982-12-16,21000000,177200000,20.818567,6.9,421
Top Gun,Top Gun,1986-05-16,15000000,356830601,58.900647,6.7,1698
卧虎藏龙,"Crouching Tiger, Hidden Dragon",2000-10-01,17000000,213525736,45.742253999999996,7.2,927
American Beauty,American Beauty,1999-09-15,15000000,356296601,80.87860500000001,7.9,3313
The King's Speech,The King's Speech,2010-09-06,15000000,414211549,54.053576,7.6,2752
Twins,Twins,1988-12-09,15000000,216614388,17.638285999999997,5.7,559
The Yellow Handkerchief,The Yellow Handkerchief,2008-12-17,15000000,317000,3.803495,6.4,52
The Color Purple,The Color Purple,1985-12-18,15000000,146292009,17.571533,7.7,338
해운대,Tidal Wave,2009-06-06,16000000,11301649,4.628525,6.5,48
The Imitation Game,The Imitation Game,2014-11-14,14000000,233555708,145.364591,8.0,5723
Coal Miner's Daughter,Coal Miner's Daughter,1980-03-07,15000000,67182787,3.826685,7.2,67
Diary of a Wimpy Kid,Diary of a Wimpy Kid,2010-03-19,15000000,75700498,21.095489,5.9,355
Mama,Mama,2013-01-17,15000000,146497771,47.455148,6.0,1401
National Lampoon's Vacation,National Lampoon's Vacation,1983-07-28,15000000,61399552,22.838834,7.1,410
Jackass Presents: Bad Grandpa,Bad Grandpa,2013-10-22,15000000,151831537,27.165221999999996,6.0,680
The Queen,The Queen,2006-09-15,15000000,123384128,19.113278,6.8,338
Beetlejuice,Beetlejuice,1988-02-29,15000000,73326666,58.553213,7.1,1444
Why Did I Get Married?,Why Did I Get Married?,2007-10-12,15000000,55184721,2.005111,6.1,33
The Woman in Black,The Woman in Black,2012-02-01,17000000,127730736,43.675191,6.1,1206
When a Stranger Calls,When a Stranger Calls,2006-02-03,15000000,66966987,4.688212,5.4,268
Big Fat Liar,Big Fat Liar,2002-02-08,15000000,52970014,9.125594,5.6,197
The Deer Hunter,The Deer Hunter,1978-12-08,15000000,50000000,19.786392000000003,7.8,921
Wag the Dog,Wag the Dog,1997-12-25,15000000,64256513,13.581966,6.7,270
The Lizzie McGuire Movie,The Lizzie McGuire Movie,2003-04-25,17000000,55534455,11.927667,5.7,280
Snitch,Snitch,2013-02-21,35000000,42930462,30.556134999999998,5.8,1138
Krampus,Krampus,2015-11-26,15000000,61548707,31.565116999999997,5.9,584
The Faculty,The Faculty,1998-12-25,15000000,40283321,21.535126,6.2,492
Cop Land,Cop Land,1997-08-15,15000000,44862187,19.284129,6.6,382
Not Another Teen Movie,Not Another Teen Movie,2001-12-07,16000000,66468332,23.423082,5.5,431
End of Watch,End of Watch,2012-09-20,7000000,48126384,49.517264000000004,7.2,1170
The Skulls,The Skulls,2000-03-31,15000000,35007180,11.375032000000001,5.8,156
The Theory of Everything,The Theory of Everything,2014-11-26,15000000,123726688,61.182331000000005,7.8,3311
Where the Heart Is,Where the Heart Is,2000-04-27,15000000,33771174,6.8579229999999995,6.9,155
Lawrence of Arabia,Lawrence of Arabia,1962-12-10,15000000,69995385,41.286336,7.8,851
Halloween II,Halloween II,2009-08-28,15000000,39421467,12.929525,5.1,267
Wild,Wild,2014-12-05,15000000,52501541,42.952942,7.0,951
The Last House on the Left,The Last House on the Left,2009-03-13,15000000,32721635,19.760382999999997,6.2,440
The Wedding Date,The Wedding Date,2005-02-04,15000000,47175038,10.194097,6.2,230
Halloween: Resurrection,Halloween: Resurrection,2002-07-01,13000000,37664855,11.045592999999998,4.5,228
The Princess Bride,The Princess Bride,1987-09-18,16000000,30857814,44.533612,7.6,1486
The Great Debaters,The Great Debaters,2007-12-27,15000000,30226144,10.84158,6.9,151
Drive,Drive,2011-08-06,15000000,78054825,49.294864000000004,7.4,3725
Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,2004-02-17,15000000,29331068,7.424798,5.1,221
The Object of My Affection,The Object of My Affection,1998-04-17,15000000,46905889,5.164281,5.6,72
28 Weeks Later,28 Weeks Later,2007-04-26,15000000,64238440,34.759855,6.5,1197
When the Game Stands Tall,When the Game Stands Tall,2014-08-22,15000000,30127963,7.297757000000001,6.3,130
Because of Winn-Dixie,Because of Winn-Dixie,2005-02-18,14000000,32645546,3.334804,6.1,61
Love & Basketball,Love & Basketball,2000-04-21,20000000,27728118,2.027393,7.4,88
All About Steve,All About Steve,2009-09-04,15000000,40105542,13.237835,4.7,295
The Craft,The Craft,1996-05-03,15000000,24769466,19.517239,6.3,380
Match Point,Match Point,2005-10-26,15000000,85306374,30.669913,7.3,1105
The Remains of the Day,The Remains of the Day,1993-11-05,11500000,23237911,15.355589000000002,7.5,202
Boogie Nights,Boogie Nights,1997-09-11,15000000,43101594,19.85579,7.5,796
Flicka,Flicka,2006-10-20,15000000,21000000,3.043589,6.1,52
Urban Legends: Final Cut,Urban Legends: Final Cut,2000-09-19,14000000,38574362,8.885017,4.4,100
The Marine,The Marine,2006-10-13,20000000,22165608,7.679336,5.0,163
Keanu,Keanu,2016-04-21,15000000,20566327,18.268009,6.0,421
Country Strong,Country Strong,2010-12-22,15000000,20529194,7.809701,5.9,80
Disturbing Behavior,Disturbing Behavior,1998-07-24,15000000,17507368,9.378688,5.5,104
The Place Beyond the Pines,The Place Beyond the Pines,2013-03-20,15000000,35485608,35.395129,6.8,1653
The November Man,The November Man,2014-08-27,15000000,32556119,45.317278,6.0,639
The Hurt Locker,The Hurt Locker,2008-10-10,15000000,42000000,47.006161999999996,7.2,1840
Firestarter,Firestarter,1984-05-11,15000000,17080167,11.379652,5.9,173
Killing Them Softly,Killing Them Softly,2012-09-20,15000000,37930465,24.612603,5.8,742
A Most Wanted Man,A Most Wanted Man,2014-07-25,15000000,31554855,26.708192999999998,6.5,541
U2 3D,U2 3D,2007-05-19,15000000,22730842,0.33519499999999997,6.7,10
Highlander: Endgame,Highlander: Endgame,2000-09-01,25000000,15843608,11.782725,4.4,104
One Day,One Day,2011-03-02,15000000,59389433,16.629173,7.0,978
Whip It,Whip It,2009-09-13,15000000,16633035,20.05902,6.7,357
Knockaround Guys,Knockaround Guys,2001-09-07,15000000,12000000,8.113634,5.9,97
